"","month","id","gender","symbol","count","DEG.18","DEG.24","DEG.both"
"1499","3","38","F","Slc44a3",154,"None","None",FALSE
"1500","3","39","F","Slc44a3",413,"None","None",FALSE
"1501","18","53","M","Igsf5",60,"None","None",FALSE
"1502","18","45","M","Igsf5",157,"None","None",FALSE
"1503","18","46","F","Igsf5",167,"None","None",FALSE
"1504","18","47","F","Igsf5",104,"None","None",FALSE
"1505","24","60","M","Igsf5",24,"None","None",FALSE
"1506","24","59","M","Igsf5",16,"None","None",FALSE
"1507","24","58","M","Igsf5",40,"None","None",FALSE
"1508","24","61","M","Igsf5",23,"None","None",FALSE
"1509","3","8","M","Igsf5",50,"None","None",FALSE
"1510","3","9","M","Igsf5",79,"None","None",FALSE
"1511","3","10","M","Igsf5",117,"None","None",FALSE
"1512","3","11","M","Igsf5",112,"None","None",FALSE
"1513","3","56","F","Igsf5",43,"None","None",FALSE
"1514","3","38","F","Igsf5",36,"None","None",FALSE
"1515","3","39","F","Igsf5",159,"None","None",FALSE
"1516","18","53","M","X5330417C22Rik",144,"None","None",FALSE
"1517","18","45","M","X5330417C22Rik",440,"None","None",FALSE
"1518","18","46","F","X5330417C22Rik",294,"None","None",FALSE
"1519","18","47","F","X5330417C22Rik",363,"None","None",FALSE
"1520","24","60","M","X5330417C22Rik",47,"None","None",FALSE
"1521","24","59","M","X5330417C22Rik",101,"None","None",FALSE
"1522","24","58","M","X5330417C22Rik",160,"None","None",FALSE
"1523","24","61","M","X5330417C22Rik",48,"None","None",FALSE
"1524","3","8","M","X5330417C22Rik",184,"None","None",FALSE
"1525","3","9","M","X5330417C22Rik",211,"None","None",FALSE
"1526","3","10","M","X5330417C22Rik",354,"None","None",FALSE
"1527","3","11","M","X5330417C22Rik",360,"None","None",FALSE
"1528","3","56","F","X5330417C22Rik",154,"None","None",FALSE
"1529","3","38","F","X5330417C22Rik",268,"None","None",FALSE
"1530","3","39","F","X5330417C22Rik",578,"None","None",FALSE
"1531","18","53","M","Gsdmc4",42,"None","None",FALSE
"1532","18","45","M","Gsdmc4",187,"None","None",FALSE
"1533","18","46","F","Gsdmc4",225,"None","None",FALSE
"1534","18","47","F","Gsdmc4",124,"None","None",FALSE
"1535","24","60","M","Gsdmc4",49,"None","None",FALSE
"1536","24","59","M","Gsdmc4",43,"None","None",FALSE
"1537","24","58","M","Gsdmc4",49,"None","None",FALSE
"1538","24","61","M","Gsdmc4",28,"None","None",FALSE
"1539","3","8","M","Gsdmc4",158,"None","None",FALSE
"1540","3","9","M","Gsdmc4",110,"None","None",FALSE
"1541","3","10","M","Gsdmc4",204,"None","None",FALSE
"1542","3","11","M","Gsdmc4",277,"None","None",FALSE
"1543","3","56","F","Gsdmc4",57,"None","None",FALSE
"1544","3","38","F","Gsdmc4",67,"None","None",FALSE
"1545","3","39","F","Gsdmc4",197,"None","None",FALSE
"1546","18","53","M","C2cd4b",311,"None","None",FALSE
"1547","18","45","M","C2cd4b",645,"None","None",FALSE
"1548","18","46","F","C2cd4b",459,"None","None",FALSE
"1549","18","47","F","C2cd4b",499,"None","None",FALSE
"1550","24","60","M","C2cd4b",170,"None","None",FALSE
"1551","24","59","M","C2cd4b",212,"None","None",FALSE
"1552","24","58","M","C2cd4b",180,"None","None",FALSE
"1553","24","61","M","C2cd4b",135,"None","None",FALSE
"1554","3","8","M","C2cd4b",314,"None","None",FALSE
"1555","3","9","M","C2cd4b",308,"None","None",FALSE
"1556","3","10","M","C2cd4b",608,"None","None",FALSE
"1557","3","11","M","C2cd4b",514,"None","None",FALSE
"1558","3","56","F","C2cd4b",229,"None","None",FALSE
"1559","3","38","F","C2cd4b",243,"None","None",FALSE
"1560","3","39","F","C2cd4b",834,"None","None",FALSE
"1561","18","53","M","Chmp4c",143,"None","None",FALSE
"1562","18","45","M","Chmp4c",314,"None","None",FALSE
"1563","18","46","F","Chmp4c",190,"None","None",FALSE
"1564","18","47","F","Chmp4c",418,"None","None",FALSE
"1565","24","60","M","Chmp4c",80,"None","None",FALSE
"1566","24","59","M","Chmp4c",61,"None","None",FALSE
"1567","24","58","M","Chmp4c",103,"None","None",FALSE
"1568","24","61","M","Chmp4c",67,"None","None",FALSE
"1569","3","8","M","Chmp4c",169,"None","None",FALSE
"1570","3","9","M","Chmp4c",264,"None","None",FALSE
"1571","3","10","M","Chmp4c",370,"None","None",FALSE
"1572","3","11","M","Chmp4c",233,"None","None",FALSE
"1573","3","56","F","Chmp4c",146,"None","None",FALSE
"1574","3","38","F","Chmp4c",95,"None","None",FALSE
"1575","3","39","F","Chmp4c",602,"None","None",FALSE
"1576","18","53","M","Btnl1",28,"None","None",FALSE
"1577","18","45","M","Btnl1",127,"None","None",FALSE
"1578","18","46","F","Btnl1",68,"None","None",FALSE
"1579","18","47","F","Btnl1",142,"None","None",FALSE
"1580","24","60","M","Btnl1",67,"None","None",FALSE
"1581","24","59","M","Btnl1",41,"None","None",FALSE
"1582","24","58","M","Btnl1",91,"None","None",FALSE
"1583","24","61","M","Btnl1",17,"None","None",FALSE
"1584","3","8","M","Btnl1",112,"None","None",FALSE
"1585","3","9","M","Btnl1",61,"None","None",FALSE
"1586","3","10","M","Btnl1",139,"None","None",FALSE
"1587","3","11","M","Btnl1",146,"None","None",FALSE
"1588","3","56","F","Btnl1",77,"None","None",FALSE
"1589","3","38","F","Btnl1",19,"None","None",FALSE
"1590","3","39","F","Btnl1",223,"None","None",FALSE
"1591","18","53","M","Tff3",41,"None","None",FALSE
"1592","18","45","M","Tff3",55,"None","None",FALSE
"1593","18","46","F","Tff3",162,"None","None",FALSE
"1594","18","47","F","Tff3",82,"None","None",FALSE
"1595","24","60","M","Tff3",70,"None","None",FALSE
"1596","24","59","M","Tff3",35,"None","None",FALSE
"1597","24","58","M","Tff3",37,"None","None",FALSE
"1598","24","61","M","Tff3",40,"None","None",FALSE
"1599","3","8","M","Tff3",43,"None","None",FALSE
"1600","3","9","M","Tff3",113,"None","None",FALSE
"1601","3","10","M","Tff3",182,"None","None",FALSE
"1602","3","11","M","Tff3",97,"None","None",FALSE
"1603","3","56","F","Tff3",69,"None","None",FALSE
"1604","3","38","F","Tff3",36,"None","None",FALSE
"1605","3","39","F","Tff3",260,"None","None",FALSE
"1606","18","53","M","X2610528J11Rik",83,"None","Up",FALSE
"1607","18","45","M","X2610528J11Rik",277,"None","Up",FALSE
"1608","18","46","F","X2610528J11Rik",144,"None","Up",FALSE
"1609","18","47","F","X2610528J11Rik",194,"None","Up",FALSE
"1610","24","60","M","X2610528J11Rik",63,"None","Up",FALSE
"1611","24","59","M","X2610528J11Rik",70,"None","Up",FALSE
"1612","24","58","M","X2610528J11Rik",107,"None","Up",FALSE
"1613","24","61","M","X2610528J11Rik",45,"None","Up",FALSE
"1614","3","8","M","X2610528J11Rik",63,"None","Up",FALSE
"1615","3","9","M","X2610528J11Rik",80,"None","Up",FALSE
"1616","3","10","M","X2610528J11Rik",156,"None","Up",FALSE
"1617","3","11","M","X2610528J11Rik",131,"None","Up",FALSE
"1618","3","56","F","X2610528J11Rik",64,"None","Up",FALSE
"1619","3","38","F","X2610528J11Rik",47,"None","Up",FALSE
"1620","3","39","F","X2610528J11Rik",147,"None","Up",FALSE
"1621","18","53","M","X2700086A05Rik",158,"None","None",FALSE
"1622","18","45","M","X2700086A05Rik",313,"None","None",FALSE
"1623","18","46","F","X2700086A05Rik",235,"None","None",FALSE
"1624","18","47","F","X2700086A05Rik",227,"None","None",FALSE
"1625","24","60","M","X2700086A05Rik",113,"None","None",FALSE
"1626","24","59","M","X2700086A05Rik",49,"None","None",FALSE
"1627","24","58","M","X2700086A05Rik",43,"None","None",FALSE
"1628","24","61","M","X2700086A05Rik",34,"None","None",FALSE
"1629","3","8","M","X2700086A05Rik",136,"None","None",FALSE
"1630","3","9","M","X2700086A05Rik",99,"None","None",FALSE
"1631","3","10","M","X2700086A05Rik",222,"None","None",FALSE
"1632","3","11","M","X2700086A05Rik",154,"None","None",FALSE
"1633","3","56","F","X2700086A05Rik",59,"None","None",FALSE
"1634","3","38","F","X2700086A05Rik",29,"None","None",FALSE
"1635","3","39","F","X2700086A05Rik",329,"None","None",FALSE
"1636","18","53","M","Gm15401",51,"None","None",FALSE
"1637","18","45","M","Gm15401",96,"None","None",FALSE
"1638","18","46","F","Gm15401",127,"None","None",FALSE
"1639","18","47","F","Gm15401",106,"None","None",FALSE
"1640","24","60","M","Gm15401",30,"None","None",FALSE
"1641","24","59","M","Gm15401",18,"None","None",FALSE
"1642","24","58","M","Gm15401",31,"None","None",FALSE
"1643","24","61","M","Gm15401",18,"None","None",FALSE
"1644","3","8","M","Gm15401",31,"None","None",FALSE
"1645","3","9","M","Gm15401",49,"None","None",FALSE
"1646","3","10","M","Gm15401",135,"None","None",FALSE
"1647","3","11","M","Gm15401",55,"None","None",FALSE
"1648","3","56","F","Gm15401",44,"None","None",FALSE
"1649","3","38","F","Gm15401",32,"None","None",FALSE
"1650","3","39","F","Gm15401",99,"None","None",FALSE
"1651","18","53","M","Ggt6",55,"None","None",FALSE
"1652","18","45","M","Ggt6",232,"None","None",FALSE
"1653","18","46","F","Ggt6",116,"None","None",FALSE
"1654","18","47","F","Ggt6",144,"None","None",FALSE
"1655","24","60","M","Ggt6",45,"None","None",FALSE
"1656","24","59","M","Ggt6",42,"None","None",FALSE
"1657","24","58","M","Ggt6",60,"None","None",FALSE
"1658","24","61","M","Ggt6",26,"None","None",FALSE
"1659","3","8","M","Ggt6",111,"None","None",FALSE
"1660","3","9","M","Ggt6",126,"None","None",FALSE
"1661","3","10","M","Ggt6",207,"None","None",FALSE
"1662","3","11","M","Ggt6",155,"None","None",FALSE
"1663","3","56","F","Ggt6",60,"None","None",FALSE
"1664","3","38","F","Ggt6",54,"None","None",FALSE
"1665","3","39","F","Ggt6",258,"None","None",FALSE
"1666","18","53","M","H2.Q2",21,"None","None",FALSE
"1667","18","45","M","H2.Q2",43,"None","None",FALSE
"1668","18","46","F","H2.Q2",26,"None","None",FALSE
"1669","18","47","F","H2.Q2",52,"None","None",FALSE
"1670","24","60","M","H2.Q2",0,"None","None",FALSE
"1671","24","59","M","H2.Q2",13,"None","None",FALSE
"1672","24","58","M","H2.Q2",9,"None","None",FALSE
"1673","24","61","M","H2.Q2",0,"None","None",FALSE
"1674","3","8","M","H2.Q2",36,"None","None",FALSE
"1675","3","9","M","H2.Q2",13,"None","None",FALSE
"1676","3","10","M","H2.Q2",65,"None","None",FALSE
"1677","3","11","M","H2.Q2",50,"None","None",FALSE
"1678","3","56","F","H2.Q2",20,"None","None",FALSE
"1679","3","38","F","H2.Q2",4,"None","None",FALSE
"1680","3","39","F","H2.Q2",24,"None","None",FALSE
"1681","18","53","M","Hoxb9",169,"None","Up",FALSE
"1682","18","45","M","Hoxb9",351,"None","Up",FALSE
"1683","18","46","F","Hoxb9",251,"None","Up",FALSE
"1684","18","47","F","Hoxb9",312,"None","Up",FALSE
"1685","24","60","M","Hoxb9",142,"None","Up",FALSE
"1686","24","59","M","Hoxb9",147,"None","Up",FALSE
"1687","24","58","M","Hoxb9",203,"None","Up",FALSE
"1688","24","61","M","Hoxb9",70,"None","Up",FALSE
"1689","3","8","M","Hoxb9",86,"None","Up",FALSE
"1690","3","9","M","Hoxb9",160,"None","Up",FALSE
"1691","3","10","M","Hoxb9",274,"None","Up",FALSE
"1692","3","11","M","Hoxb9",248,"None","Up",FALSE
"1693","3","56","F","Hoxb9",155,"None","Up",FALSE
"1694","3","38","F","Hoxb9",124,"None","Up",FALSE
"1695","3","39","F","Hoxb9",389,"None","Up",FALSE
"1696","18","53","M","Ush1c",182,"None","None",FALSE
"1697","18","45","M","Ush1c",446,"None","None",FALSE
"1698","18","46","F","Ush1c",312,"None","None",FALSE
"1699","18","47","F","Ush1c",375,"None","None",FALSE
"1700","24","60","M","Ush1c",108,"None","None",FALSE
"1701","24","59","M","Ush1c",80,"None","None",FALSE
"1702","24","58","M","Ush1c",147,"None","None",FALSE
"1703","24","61","M","Ush1c",34,"None","None",FALSE
"1704","3","8","M","Ush1c",189,"None","None",FALSE
"1705","3","9","M","Ush1c",229,"None","None",FALSE
"1706","3","10","M","Ush1c",401,"None","None",FALSE
"1707","3","11","M","Ush1c",333,"None","None",FALSE
"1708","3","56","F","Ush1c",113,"None","None",FALSE
"1709","3","38","F","Ush1c",127,"None","None",FALSE
"1710","3","39","F","Ush1c",529,"None","None",FALSE
"1711","18","53","M","Slc22a18",85,"None","None",FALSE
"1712","18","45","M","Slc22a18",146,"None","None",FALSE
"1713","18","46","F","Slc22a18",147,"None","None",FALSE
"1714","18","47","F","Slc22a18",83,"None","None",FALSE
"1715","24","60","M","Slc22a18",25,"None","None",FALSE
"1716","24","59","M","Slc22a18",19,"None","None",FALSE
"1717","24","58","M","Slc22a18",43,"None","None",FALSE
"1718","24","61","M","Slc22a18",22,"None","None",FALSE
"1719","3","8","M","Slc22a18",51,"None","None",FALSE
"1720","3","9","M","Slc22a18",75,"None","None",FALSE
"1721","3","10","M","Slc22a18",117,"None","None",FALSE
"1722","3","11","M","Slc22a18",158,"None","None",FALSE
"1723","3","56","F","Slc22a18",43,"None","None",FALSE
"1724","3","38","F","Slc22a18",44,"None","None",FALSE
"1725","3","39","F","Slc22a18",99,"None","None",FALSE
"1726","18","53","M","Arhgef16",136,"None","None",FALSE
"1727","18","45","M","Arhgef16",253,"None","None",FALSE
"1728","18","46","F","Arhgef16",171,"None","None",FALSE
"1729","18","47","F","Arhgef16",315,"None","None",FALSE
"1730","24","60","M","Arhgef16",90,"None","None",FALSE
"1731","24","59","M","Arhgef16",54,"None","None",FALSE
"1732","24","58","M","Arhgef16",120,"None","None",FALSE
"1733","24","61","M","Arhgef16",50,"None","None",FALSE
"1734","3","8","M","Arhgef16",203,"None","None",FALSE
"1735","3","9","M","Arhgef16",191,"None","None",FALSE
"1736","3","10","M","Arhgef16",315,"None","None",FALSE
"1737","3","11","M","Arhgef16",204,"None","None",FALSE
"1738","3","56","F","Arhgef16",88,"None","None",FALSE
"1739","3","38","F","Arhgef16",82,"None","None",FALSE
"1740","3","39","F","Arhgef16",281,"None","None",FALSE
"1741","18","53","M","Cyp4f40",22,"None","None",FALSE
"1742","18","45","M","Cyp4f40",47,"None","None",FALSE
"1743","18","46","F","Cyp4f40",47,"None","None",FALSE
"1744","18","47","F","Cyp4f40",47,"None","None",FALSE
"1745","24","60","M","Cyp4f40",20,"None","None",FALSE
"1746","24","59","M","Cyp4f40",0,"None","None",FALSE
"1747","24","58","M","Cyp4f40",17,"None","None",FALSE
"1748","24","61","M","Cyp4f40",16,"None","None",FALSE
"1749","3","8","M","Cyp4f40",30,"None","None",FALSE
"1750","3","9","M","Cyp4f40",58,"None","None",FALSE
"1751","3","10","M","Cyp4f40",87,"None","None",FALSE
"1752","3","11","M","Cyp4f40",96,"None","None",FALSE
"1753","3","56","F","Cyp4f40",28,"None","None",FALSE
"1754","3","38","F","Cyp4f40",45,"None","None",FALSE
"1755","3","39","F","Cyp4f40",63,"None","None",FALSE
"1756","18","53","M","Rpph1",291,"None","None",FALSE
"1757","18","45","M","Rpph1",700,"None","None",FALSE
"1758","18","46","F","Rpph1",820,"None","None",FALSE
"1759","18","47","F","Rpph1",475,"None","None",FALSE
"1760","24","60","M","Rpph1",154,"None","None",FALSE
"1761","24","59","M","Rpph1",56,"None","None",FALSE
"1762","24","58","M","Rpph1",211,"None","None",FALSE
"1763","24","61","M","Rpph1",119,"None","None",FALSE
"1764","3","8","M","Rpph1",190,"None","None",FALSE
"1765","3","9","M","Rpph1",217,"None","None",FALSE
"1766","3","10","M","Rpph1",626,"None","None",FALSE
"1767","3","11","M","Rpph1",427,"None","None",FALSE
"1768","3","56","F","Rpph1",256,"None","None",FALSE
"1769","3","38","F","Rpph1",406,"None","None",FALSE
"1770","3","39","F","Rpph1",801,"None","None",FALSE
"1771","18","53","M","Inpp5j",102,"None","None",FALSE
"1772","18","45","M","Inpp5j",236,"None","None",FALSE
"1773","18","46","F","Inpp5j",110,"None","None",FALSE
"1774","18","47","F","Inpp5j",198,"None","None",FALSE
"1775","24","60","M","Inpp5j",59,"None","None",FALSE
"1776","24","59","M","Inpp5j",59,"None","None",FALSE
"1777","24","58","M","Inpp5j",83,"None","None",FALSE
"1778","24","61","M","Inpp5j",56,"None","None",FALSE
"1779","3","8","M","Inpp5j",121,"None","None",FALSE
"1780","3","9","M","Inpp5j",114,"None","None",FALSE
"1781","3","10","M","Inpp5j",251,"None","None",FALSE
"1782","3","11","M","Inpp5j",178,"None","None",FALSE
"1783","3","56","F","Inpp5j",34,"None","None",FALSE
"1784","3","38","F","Inpp5j",80,"None","None",FALSE
"1785","3","39","F","Inpp5j",197,"None","None",FALSE
"1786","18","53","M","Fgfbp1",142,"None","None",FALSE
"1787","18","45","M","Fgfbp1",245,"None","None",FALSE
"1788","18","46","F","Fgfbp1",297,"None","None",FALSE
"1789","18","47","F","Fgfbp1",190,"None","None",FALSE
"1790","24","60","M","Fgfbp1",58,"None","None",FALSE
"1791","24","59","M","Fgfbp1",118,"None","None",FALSE
"1792","24","58","M","Fgfbp1",115,"None","None",FALSE
"1793","24","61","M","Fgfbp1",52,"None","None",FALSE
"1794","3","8","M","Fgfbp1",115,"None","None",FALSE
"1795","3","9","M","Fgfbp1",146,"None","None",FALSE
"1796","3","10","M","Fgfbp1",393,"None","None",FALSE
"1797","3","11","M","Fgfbp1",206,"None","None",FALSE
"1798","3","56","F","Fgfbp1",96,"None","None",FALSE
"1799","3","38","F","Fgfbp1",62,"None","None",FALSE
"1800","3","39","F","Fgfbp1",347,"None","None",FALSE
"1801","18","53","M","Slc5a8",107,"None","None",FALSE
"1802","18","45","M","Slc5a8",340,"None","None",FALSE
"1803","18","46","F","Slc5a8",254,"None","None",FALSE
"1804","18","47","F","Slc5a8",270,"None","None",FALSE
"1805","24","60","M","Slc5a8",27,"None","None",FALSE
"1806","24","59","M","Slc5a8",46,"None","None",FALSE
"1807","24","58","M","Slc5a8",107,"None","None",FALSE
"1808","24","61","M","Slc5a8",17,"None","None",FALSE
"1809","3","8","M","Slc5a8",106,"None","None",FALSE
"1810","3","9","M","Slc5a8",132,"None","None",FALSE
"1811","3","10","M","Slc5a8",262,"None","None",FALSE
"1812","3","11","M","Slc5a8",171,"None","None",FALSE
"1813","3","56","F","Slc5a8",72,"None","None",FALSE
"1814","3","38","F","Slc5a8",88,"None","None",FALSE
"1815","3","39","F","Slc5a8",264,"None","None",FALSE
"1816","18","53","M","Slc5a1",163,"None","None",FALSE
"1817","18","45","M","Slc5a1",321,"None","None",FALSE
"1818","18","46","F","Slc5a1",348,"None","None",FALSE
"1819","18","47","F","Slc5a1",303,"None","None",FALSE
"1820","24","60","M","Slc5a1",87,"None","None",FALSE
"1821","24","59","M","Slc5a1",53,"None","None",FALSE
"1822","24","58","M","Slc5a1",178,"None","None",FALSE
"1823","24","61","M","Slc5a1",74,"None","None",FALSE
"1824","3","8","M","Slc5a1",173,"None","None",FALSE
"1825","3","9","M","Slc5a1",156,"None","None",FALSE
"1826","3","10","M","Slc5a1",399,"None","None",FALSE
"1827","3","11","M","Slc5a1",367,"None","None",FALSE
"1828","3","56","F","Slc5a1",155,"None","None",FALSE
"1829","3","38","F","Slc5a1",162,"None","None",FALSE
"1830","3","39","F","Slc5a1",445,"None","None",FALSE
"1831","18","53","M","Rassf6",0,"None","None",FALSE
"1832","18","45","M","Rassf6",97,"None","None",FALSE
"1833","18","46","F","Rassf6",105,"None","None",FALSE
"1834","18","47","F","Rassf6",48,"None","None",FALSE
"1835","24","60","M","Rassf6",38,"None","None",FALSE
"1836","24","59","M","Rassf6",17,"None","None",FALSE
"1837","24","58","M","Rassf6",65,"None","None",FALSE
"1838","24","61","M","Rassf6",8,"None","None",FALSE
"1839","3","8","M","Rassf6",40,"None","None",FALSE
"1840","3","9","M","Rassf6",64,"None","None",FALSE
"1841","3","10","M","Rassf6",114,"None","None",FALSE
"1842","3","11","M","Rassf6",57,"None","None",FALSE
"1843","3","56","F","Rassf6",12,"None","None",FALSE
"1844","3","38","F","Rassf6",32,"None","None",FALSE
"1845","3","39","F","Rassf6",124,"None","None",FALSE
"1846","18","53","M","Frk",78,"None","None",FALSE
"1847","18","45","M","Frk",156,"None","None",FALSE
"1848","18","46","F","Frk",87,"None","None",FALSE
"1849","18","47","F","Frk",156,"None","None",FALSE
"1850","24","60","M","Frk",28,"None","None",FALSE
"1851","24","59","M","Frk",30,"None","None",FALSE
"1852","24","58","M","Frk",64,"None","None",FALSE
"1853","24","61","M","Frk",6,"None","None",FALSE
"1854","3","8","M","Frk",77,"None","None",FALSE
"1855","3","9","M","Frk",115,"None","None",FALSE
"1856","3","10","M","Frk",256,"None","None",FALSE
"1857","3","11","M","Frk",112,"None","None",FALSE
"1858","3","56","F","Frk",30,"None","None",FALSE
"1859","3","38","F","Frk",45,"None","None",FALSE
"1860","3","39","F","Frk",214,"None","None",FALSE
"1861","18","53","M","Ap1m2",89,"None","None",FALSE
"1862","18","45","M","Ap1m2",275,"None","None",FALSE
"1863","18","46","F","Ap1m2",211,"None","None",FALSE
"1864","18","47","F","Ap1m2",212,"None","None",FALSE
"1865","24","60","M","Ap1m2",75,"None","None",FALSE
"1866","24","59","M","Ap1m2",85,"None","None",FALSE
"1867","24","58","M","Ap1m2",146,"None","None",FALSE
"1868","24","61","M","Ap1m2",22,"None","None",FALSE
"1869","3","8","M","Ap1m2",57,"None","None",FALSE
"1870","3","9","M","Ap1m2",116,"None","None",FALSE
"1871","3","10","M","Ap1m2",213,"None","None",FALSE
"1872","3","11","M","Ap1m2",216,"None","None",FALSE
"1873","3","56","F","Ap1m2",91,"None","None",FALSE
"1874","3","38","F","Ap1m2",98,"None","None",FALSE
"1875","3","39","F","Ap1m2",275,"None","None",FALSE
"1876","18","53","M","Tmem171",150,"None","None",FALSE
"1877","18","45","M","Tmem171",426,"None","None",FALSE
"1878","18","46","F","Tmem171",283,"None","None",FALSE
"1879","18","47","F","Tmem171",199,"None","None",FALSE
"1880","24","60","M","Tmem171",67,"None","None",FALSE
"1881","24","59","M","Tmem171",69,"None","None",FALSE
"1882","24","58","M","Tmem171",133,"None","None",FALSE
"1883","24","61","M","Tmem171",42,"None","None",FALSE
"1884","3","8","M","Tmem171",130,"None","None",FALSE
"1885","3","9","M","Tmem171",145,"None","None",FALSE
"1886","3","10","M","Tmem171",237,"None","None",FALSE
"1887","3","11","M","Tmem171",249,"None","None",FALSE
"1888","3","56","F","Tmem171",116,"None","None",FALSE
"1889","3","38","F","Tmem171",109,"None","None",FALSE
"1890","3","39","F","Tmem171",393,"None","None",FALSE
"1891","18","53","M","Myh14",262,"None","None",FALSE
"1892","18","45","M","Myh14",436,"None","None",FALSE
"1893","18","46","F","Myh14",345,"None","None",FALSE
"1894","18","47","F","Myh14",443,"None","None",FALSE
"1895","24","60","M","Myh14",150,"None","None",FALSE
"1896","24","59","M","Myh14",138,"None","None",FALSE
"1897","24","58","M","Myh14",227,"None","None",FALSE
"1898","24","61","M","Myh14",151,"None","None",FALSE
"1899","3","8","M","Myh14",197,"None","None",FALSE
"1900","3","9","M","Myh14",256,"None","None",FALSE
"1901","3","10","M","Myh14",525,"None","None",FALSE
"1902","3","11","M","Myh14",423,"None","None",FALSE
"1903","3","56","F","Myh14",121,"None","None",FALSE
"1904","3","38","F","Myh14",229,"None","None",FALSE
"1905","3","39","F","Myh14",635,"None","None",FALSE
"1906","18","53","M","Fabp2",264,"None","None",FALSE
"1907","18","45","M","Fabp2",672,"None","None",FALSE
"1908","18","46","F","Fabp2",501,"None","None",FALSE
"1909","18","47","F","Fabp2",461,"None","None",FALSE
"1910","24","60","M","Fabp2",214,"None","None",FALSE
"1911","24","59","M","Fabp2",202,"None","None",FALSE
"1912","24","58","M","Fabp2",252,"None","None",FALSE
"1913","24","61","M","Fabp2",143,"None","None",FALSE
"1914","3","8","M","Fabp2",316,"None","None",FALSE
"1915","3","9","M","Fabp2",306,"None","None",FALSE
"1916","3","10","M","Fabp2",524,"None","None",FALSE
"1917","3","11","M","Fabp2",574,"None","None",FALSE
"1918","3","56","F","Fabp2",182,"None","None",FALSE
"1919","3","38","F","Fabp2",224,"None","None",FALSE
"1920","3","39","F","Fabp2",623,"None","None",FALSE
"1921","18","53","M","Spdef",25,"None","None",FALSE
"1922","18","45","M","Spdef",102,"None","None",FALSE
"1923","18","46","F","Spdef",44,"None","None",FALSE
"1924","18","47","F","Spdef",53,"None","None",FALSE
"1925","24","60","M","Spdef",30,"None","None",FALSE
"1926","24","59","M","Spdef",40,"None","None",FALSE
"1927","24","58","M","Spdef",7,"None","None",FALSE
"1928","24","61","M","Spdef",15,"None","None",FALSE
"1929","3","8","M","Spdef",20,"None","None",FALSE
"1930","3","9","M","Spdef",43,"None","None",FALSE
"1931","3","10","M","Spdef",55,"None","None",FALSE
"1932","3","11","M","Spdef",34,"None","None",FALSE
"1933","3","56","F","Spdef",7,"None","None",FALSE
"1934","3","38","F","Spdef",11,"None","None",FALSE
"1935","3","39","F","Spdef",82,"None","None",FALSE
"1936","18","53","M","Gm1123",16,"None","None",FALSE
"1937","18","45","M","Gm1123",82,"None","None",FALSE
"1938","18","46","F","Gm1123",46,"None","None",FALSE
"1939","18","47","F","Gm1123",25,"None","None",FALSE
"1940","24","60","M","Gm1123",19,"None","None",FALSE
"1941","24","59","M","Gm1123",7,"None","None",FALSE
"1942","24","58","M","Gm1123",42,"None","None",FALSE
"1943","24","61","M","Gm1123",0,"None","None",FALSE
"1944","3","8","M","Gm1123",26,"None","None",FALSE
"1945","3","9","M","Gm1123",20,"None","None",FALSE
"1946","3","10","M","Gm1123",54,"None","None",FALSE
"1947","3","11","M","Gm1123",34,"None","None",FALSE
"1948","3","56","F","Gm1123",18,"None","None",FALSE
"1949","3","38","F","Gm1123",22,"None","None",FALSE
"1950","3","39","F","Gm1123",68,"None","None",FALSE
"1951","18","53","M","Slc37a1",156,"None","None",FALSE
"1952","18","45","M","Slc37a1",456,"None","None",FALSE
"1953","18","46","F","Slc37a1",398,"None","None",FALSE
"1954","18","47","F","Slc37a1",274,"None","None",FALSE
"1955","24","60","M","Slc37a1",106,"None","None",FALSE
"1956","24","59","M","Slc37a1",114,"None","None",FALSE
"1957","24","58","M","Slc37a1",189,"None","None",FALSE
"1958","24","61","M","Slc37a1",121,"None","None",FALSE
"1959","3","8","M","Slc37a1",204,"None","None",FALSE
"1960","3","9","M","Slc37a1",139,"None","None",FALSE
"1961","3","10","M","Slc37a1",346,"None","None",FALSE
"1962","3","11","M","Slc37a1",212,"None","None",FALSE
"1963","3","56","F","Slc37a1",200,"None","None",FALSE
"1964","3","38","F","Slc37a1",182,"None","None",FALSE
"1965","3","39","F","Slc37a1",394,"None","None",FALSE
"1966","18","53","M","Ces1f",139,"None","None",FALSE
"1967","18","45","M","Ces1f",257,"None","None",FALSE
"1968","18","46","F","Ces1f",297,"None","None",FALSE
"1969","18","47","F","Ces1f",252,"None","None",FALSE
"1970","24","60","M","Ces1f",46,"None","None",FALSE
"1971","24","59","M","Ces1f",60,"None","None",FALSE
"1972","24","58","M","Ces1f",86,"None","None",FALSE
"1973","24","61","M","Ces1f",64,"None","None",FALSE
"1974","3","8","M","Ces1f",206,"None","None",FALSE
"1975","3","9","M","Ces1f",237,"None","None",FALSE
"1976","3","10","M","Ces1f",382,"None","None",FALSE
"1977","3","11","M","Ces1f",285,"None","None",FALSE
"1978","3","56","F","Ces1f",128,"None","None",FALSE
"1979","3","38","F","Ces1f",82,"None","None",FALSE
"1980","3","39","F","Ces1f",304,"None","None",FALSE
"1981","18","53","M","Grb7",142,"None","None",FALSE
"1982","18","45","M","Grb7",268,"None","None",FALSE
